codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
44549;159/2012;2012-03-22;2012-04-20;2012-08-21;Divulgar os ensinamentos do presente relatario aos operadores da Aviaaao Geral, enfatizando a importancia de uma avaliaaao adequada das condiaaes operacionais dos aeradromos a serem utilizados.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44545;A-531/CENIPA/2016 - 01;2018-12-04;2018-12-17;2019-01-10;Atuar junto ao operador no sentido de incrementar a manutenaao do treinamento de seus pilotos, notadamente no tocante a coordenaaao de cabine, visando garantir o cumprimento de todos os itens de checklist previstos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44545;A-531/CENIPA/2016 - 02;2018-12-04;2018-12-17;2019-01-10;Atuar junto ao operador visando certificar-se quanto a adoaao de mecanismos gerenciais que permitam controlar a manutenaao dos programas de treinamento especaficos para os seus tripulantes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44541;A-548/CENIPA/2017 - 01;2018-09-04;2018-10-17;2018-12-07;Avaliar a pertinencia de atualizar o Manual do Curso de Piloto Comercial - Aviao, a fim de adapta-lo a atual realidade da Aviaaao Civil Brasileira e, em aproveitamento, inserir em seu Plano Curricular disciplinas relacionadas a fisiologia humana e aos efeitos das condiaaes de voo sobre os tripulantes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44541;A-548/CENIPA/2017 - 02;2018-09-04;2018-10-17;2018-12-07;Atuar junto ao Aeroclube de Piracicaba, a fim de alertar aquele operador sobre os riscos decorrentes da presenaa de passageiros em voos de instruaao e de implantar uma mudanaa na cultura do grupo que atua naquela organizaaao, tendo como objetivo a elevaaao da percepaao coletiva acerca da importancia do fiel cumprimento das regras estabelecidas pelos argaos reguladores do Sistema da Aviaaao Civil.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44541;A-548/CENIPA/2017 - 03;2018-09-04;2018-10-17;2018-12-07;Divulgar os ensinamentos colhidos na presente investigaaao, a fim de alertar pilotos e operadores da aviaaao civil brasileira sobre o risco da ocorrancia de desorientaaao espacial (seguida ou nao de um Graveyard Spiral) em voos noturnos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44539;357/2012;2012-08-29;2012-10-16;2012-10-30;Divulgar o conteado do presente relatario aos proprietarios e operadores da Aviaaao Geral, enfatizando a importancia do adequado controle do combustavel e calculo da autonomia para a realizaaao dos voos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44539;358/2012;2012-08-29;2012-10-16;NULL;Divulgar o conteado do presente relatario aos seus associados, enfatizando a importancia do adequado controle do combustavel e calculo da autonomia para a realizaaao dos voos.;ADOTADA;ABAG;ASSOCIAaaO BRASILEIRA DE AVIAaaO GERAL
44539;359/2012;2012-08-29;2012-10-16;NULL;Divulgar o conteado do presente relatario aos seus associados, enfatizando a importancia do adequado controle do combustavel e calculo da autonomia para a realizaaao dos voos.;***;APPA;ASSOCIAaaO DE PILOTOS E PROPRIETaRIOS DE AERONAVES
44538;A-044/CENIPA/2013-RSV001;2013-08-27;2013-12-05;2014-02-12;Reavaliar o Programa de Treinamento aplicado aos tripulantes da Mega Linhas Aareas, principalmente no que diz respeito aos abnormal procedures e emergency procedures.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44538;A-044/CENIPA/2013-RSV002;2013-08-27;2013-12-05;2014-02-12;Reavaliar a adequabilidade da condiaao de transporte de tambores de combustavel dentro das aeronaves da Mega Linhas Aareas.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44538;A-044/CENIPA/2013-RSV003;2013-08-27;2013-12-05;2014-01-13;Divulgar o conteado desta investigaaao aos operadores de C-208.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44528;A-050/CENIPA/2013-RSV001;2013-09-10;2015-04-14;2015-08-21;Divulgar os ensinamentos do presente relatario aos operadores da aviaaao geral, enfatizando a importancia da adequada analise das condiaaes meteorolagicas para o desenvolvimento de um voo seguro.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44484;A-020/CENIPA/2013 - RSV 001;2013-12-30;2014-02-12;2014-04-17;Revisar o RBHA 91, a fim de tornar obrigatario aos operadores a adoaao de procedimentos operacionais e programas de treinamento manimos, dentre outros, que garantam a conduaao da aeronave dentro do previsto nos manuais de operaaao do fabricante.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44484;A-020/CENIPA/2013 - RSV 002;2013-12-30;2014-02-12;2017-01-10;Adequar a legislaaao aeronautica no sentido de impedir a comercializaaao de peaas e componentes entre pessoas ou empresas nao homologadas para realizar os serviaos de manutenaao necessarios para a sua instalaaao. Esta recomendaaao se baseia no fato de que qualquer pessoa tem acesso a itens e peaas que, necessariamente, devem ser manuseados por empresas homologadas segundo o RBHA 145.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44484;A-020/CENIPA/2013 - RSV 003;2013-12-30;2014-02-12;2014-03-26;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins voltadas aos proprietarios, operadores e exploradores de helicapteros, com anfase para os aspectos de operaaao, manutenaao, supervisao e cultura organizacional levantados na investigaaao dessa ocorrancia.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44464;299/2011;2011-09-23;2011-09-23;NULL;Orientar seus pilotos, conservativamente, para que efetuem um reconhecimento mais apurado das pistas que nao possuem controle de trafego aareo, em locais isolados, antes dos pousos, visando assegurar-se de que existam condiaaes adequadas para a operaaao.;***;DIVERSOS-J;OPERADOR DA AERONAVE
44464;300/2011;2011-09-23;2011-09-23;NULL;Providenciar a inseraao das coordenadas de pistas eventuais e de alternativa na base de dados do equipamento GNS (ao menos em relaaao as localidades mais utilizadas / operadas), de forma a melhorar a qualidade do processo decisario em situaaaes extraordinarias, por parte dos pilotos.;***;DIVERSOS-J;OPERADOR DA AERONAVE
44464;301/2011;2011-09-23;2011-09-23;NULL;Observar a utilizaaao do suspensario do cinto de seguranaa por todos os ocupantes da aeronave, tanto nas situaaaes normais quanto nas de emergancia.;***;DIVERSOS-J;OPERADOR DA AERONAVE
44464;302/2011;2011-09-23;2011-09-23;NULL;Observar, controlar e registrar mais rigorosamente os prazos aplicaveis as revisaes / inspeaaes calendaricas referentes a aeronave e seus subsistemas e componentes.;***;DIVERSOS-J;OPERADOR DA AERONAVE
44464;303/2011;2011-09-23;2011-09-29;2011-11-16;Divulgar o conteado desse relatario aos operadores da aviaaao geral.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44464;304/2011;2011-09-23;2011-10-20;NULL;Divulgar o conteado do presente relatario em palestras, aulas, seminarios e atividades afins, no sentido de enfatizar principalmente os abices resultantes de um processo decisario deficiente.;***;ABAG;ASSOCIAaaO BRASILEIRA DE AVIAaaO GERAL
44463;A-502/CENIPA/2015 a 001;2015-07-21;2015-08-21;2016-12-01;Realizar uma Auditoria no Aeroclube de Planadores de Balsa Nova, visando aprimorar a atividade aarea de instruaao desenvolvida com os requisitos aplicaveis.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44458;IG-538/CENIPA/2017;2018-06-25;2018-07-19;2018-02-21;Atuar junto ao Aeroclube do Estado de Minas Gerais, a fim de que aquele operador aperfeiaoe seus mecanismos administrativos e operacionais de recebimento e verificaaao dos serviaos de manutenaao executados em suas aeronaves por organizaaaes ou mecanicos contratados para realizar essas atividades.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44437;353/2012;2012-08-29;2012-10-16;2012-11-30;Atuar junto ao Aeroclube de Londrina, a fim de melhorar o preenchimento das fichas de voo, visando propiciar que a instruaao aarea tenha um acompanhamento efetivo por parte da direaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44437;354/2012;2012-08-29;2012-10-16;2012-11-30;Atuar junto ao Aeroclube de Londrina, a fim de que seja reforaada a instruaao relativa aos procedimentos de emergancia, em especial apas a decolagem.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44437;355/2012;2012-08-29;2012-10-16;2012-11-30;Atuar junto ao Aeroclube de Londrina, a fim de que o material didatico dos alunos seja revisado, em especial no tocante aos itens de memaria a serem realizados em caso de emergancia, visando assegurar que os pilotos tenham o conhecimento adequado a realizaaao de tais procedimentos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44437;356/2012;2012-08-29;2012-10-16;2012-11-30;Atuar junto ao Aeroclube de Londrina, a fim de revisar os intervalos entre voos de instruaao e a consequente necessidade de revisaes, visando assegurar-se de que os alunos tenham uma progressao adequada.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44436;A-555/CENIPA/2014 a 001;2015-04-24;2015-05-26;2015-08-24;Divulgar o conteado deste Relatario Final para os operadores regulados pelo RBHA 91, alertando sobre a obrigatoriedade do cumprimento fiel dos limites operacionais estabelecidos pelos fabricantes das aeronaves.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44402;A-008/CENIPA/2013-RSV001;2013-07-18;2013-08-12;2014-07-30;Realizar Vistoria Tacnica na Oficina Vava Manutenaao Aeronautica Ltda., a fim de avaliar a qualidade de treinamento do seu pessoal e o cumprimento da IS 145.109-001 revisao A.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44402;A-008/CENIPA/2013-RSV002;2013-07-18;2013-08-12;2013-10-11;Divulgar o presente relatario as Oficinas de Manutenaao homologadas no modelo EMB-820 C, destacando a importancia do cumprimento dos itens previstos nos Manuais de Manutenaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44399;A-513/CENIPA/2016 - 01;2016-04-22;2016-05-18;2016-09-29;Realizar gestaes junto ao aeroclube do Esparito Santo, a fim de garantir que seus pilotos sejam devidamente instruados quanto aos fatores de planejamento dos voos, de acordo com o preconizado nos manuais de operaaaes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;342/2012;2012-08-29;2012-10-16;2014-04-28;Atuar junto a EJ Escola de Aeronautica Civil Ltda., visando promover a aplicaaao eficaz do Sistema de Gerenciamento de Risco ja implantado, de forma a oportunamente identificar as inadequaaaes de escala eventualmente cometidas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;343/2012;2012-08-29;2012-10-16;2014-04-28;Atuar junto a EJ Escola de Aeronautica Civil Ltda., visando estabelecer, dentro do Programa de Instruaao, uma programaaao padronizada para missaes de readaptaaao, abordando todos os prerrequisitos a serem cumpridos pelo readaptando e pelo instrutor, de forma a mitigar os riscos envolvidos neste tipo de missao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;344/2012;2012-08-29;2012-10-16;2014-04-28;Atuar junto a EJ Escola de Aeronautica Civil Ltda., visando estabelecer procedimentos que assegurem que os instrutores que ministram instruaao em aeronaves convencionais estejam adequadamente adaptados a este tipo de aeronave.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;345/2012;2012-08-29;2012-10-16;2014-04-28;Atuar junto a EJ Escola de Aeronautica Civil Ltda., visando estabelecer, dentro do Programa de Treinamento da Escola, os intervalos de tempo entre voos permitidos aos pilotos em readaptaaao, de forma a maximizar os efeitos da fixaaao da aprendizagem, quando da readaptaaao envolvendo mais de uma missao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;346/2012;2012-08-29;2012-10-16;2014-04-28;Atuar junto a EJ Escola de Aeronautica Civil Ltda., visando reavaliar, dentro do Programa de Treinamento da Escola, as missaes que necessitem ser fracionadas, com o objetivo a permitir, por meio de briefing / debriefing, a melhor absoraao do aprendizado.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;347/2012;2012-08-12;2012-10-16;2014-04-28;Atuar junto a EJ Escola de Aeronautica Civil Ltda., visando promover periodicamente, aos alunos e instrutores da Escola, atividade de instruaao sobre as caracterasticas de voo e peculiaridades envolvidas na operaaao de aeronaves convencionais, com anfase em pousos e decolagens.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;348/2012;2012-08-29;2012-10-16;2016-03-18;Atuar junto ao Aeroclube de Itapolis, visando a realizaaao de gestaes, junto as autoridades locais competentes, para que seja providenciado o recapeamento da pista do aeradromo de Itapolis (SDIO), respeitando-se os gabaritos e legislaaaes em vigor.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;349/2012;2012-08-29;2012-10-16;2016-03-18;Atuar  junto  ao  Aeroclube  de  Itapolis,  visando  confeccionar  um  Plano  de  Emergancia para  o  aeradromo,  onde  estejam contidas  as  responsabilidades  e  atribuiaaes  de  cada participante,  bem  como  a periodicidade  dos  treinamentos  simulados  de situaaaes  de emergancia.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;350/2012;2012-08-29;2012-10-16;2016-03-18;Atuar  junto  ao  Aeroclube  de Itapolis,  visando  instalar  barreiras  entre  as  vias  de circulaaao  e  a  area  de  manobras  (patios  e  pista  de taxi),  a  fim  de  restringir  o acesso  de pessoas e viaturas.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;351/2012;2012-08-29;2012-10-16;2016-03-18;Atuar junto ao Aeroclube de Itapolis, visando avaliar a viabilidade de estabelecer um serviao contraincandio baseado no aeradromo, compatavel com a categoria das aeronaves de instruaao.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44377;352/2012;2012-08-29;2012-10-16;2012-10-30;Adotar mecanismos de divulgaaao dos ensinamentos colhidos na presente investigaaao aos Aeroclubes e Escolas de Aviaaao, alertando quanto aos riscos decorrentes da nao observaaao da familiarizaaao dos instrutores e alunos com o tipo de aeronave utilizada na instruaao aarea.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44339;A-056/CENIPA/2013-RSV001;2013-09-19;2013-12-17;2015-10-22;Atuar junto as Empresas de Aviaaao Agracola, a fim de alertar os pilotos para o correto planejamento do voo, observando, principalmente, o calculo do peso do defensivo agracola colocado no hopper da aeronave, visando a operaaao dentro dos parametros previstos pelos fabricantes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44339;A-056/CENIPA/2013-RSV002;2013-09-19;2013-12-17;2014-07-18;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins voltadas aos proprietarios, operadores e exploradores de aeronaves agracolas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44336;A-586/CENIPA/2014 RSV 001;2014-08-22;2014-09-17;2015-11-12;Tendo em vista os fatos observados e relatados neste relatario, realizar auditoria tacnica no Aeroclube de Blumenau com intuito de aperfeiaoar o processo de instruaao naquela instituiaao.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44316;A-025/CENIPA/2013-RSV001;2013-07-30;2013-08-12;2013-10-11;Divulgar o conteado do presente relatario durante a realizaaao de seminarios, palestras e atividades afins voltadas aos proprietarios, operadores e exploradores de aeronaves.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44316;A-025/CENIPA/2013-RSV002;2013-07-30;2013-08-12;2013-10-18;Atuar junto ao operador da aeronave envolvido neste acidente de modo a certificar-se que a estrutura organizacional atende ao manimo estabelecido pela ANAC nos aspectos de supervisao, cultura organizacional, controle e coordenaaao dos voos, tendo em vista o histarico de ocorrancias aeronauticas apresentado no corpo deste relatario.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44248;A - 024/CENIPA/2013 - RSV 001;2013-07-30;2013-08-12;2016-04-05;"""Na Subunidade """"Fatores humanos"""", da Unidade Didatica """"Acidentes/Incidentes"""", constante dos manuais do Curso de Piloto Privado - Helicaptero e do Curso de Piloto Comercial - Helicaptero, inserir comentarios acerca de acidentes deste tipo, onde devem ser destacada a tomada de decisao de nao se enfrentar condiaaes IMC sem tripulaaao habilitada e equipamento homologado, notadamente sobre regiaes montanhosas, sob pena de perda de vidas e equipamentos.""";ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44248;A - 024/CENIPA/2013 - RSV 002;2013-07-30;2013-08-12;2016-04-05;"""Nas Unidades Didaticas """"Nevoeiro, navoa amida e navoa seca"""", """"Visibilidade"""" e """"Massas de Ar"""", constantes dos manuais do Curso de Piloto Privado - Helicaptero e do Curso de Piloto Comercial - Helicaptero, inserir os fenamenos tapicos de advecaao e convecaao de massas de ar, sobretudo a sotavento e a barlavento do relevo, associados a presenaa de vegetaaao e considerando-se os aspectos ligados a temperatura, umidade e pressao. anfase deve ser dada ao potencial de acidentes presentes nessas condiaaes.""";ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44248;A - 024/CENIPA/2013 - RSV 003;2013-07-30;2013-08-12;2016-04-05;Por ocasiao dos cheques iniciais e recheques de alunos, pilotos, instrutores e examinadores credenciados, das habilitaaaes de Piloto Privado, Piloto Comercial e Instrutor, exigir conhecimentos acerca de fenamenos meteorolagicos relacionados a encostas montanhosas, bem como a necessidade de nao se baixar altitude de voo para obtenaao de referancias visuais com o terreno, quando em IMC.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44248;A - 024/CENIPA/2013 - RSV 004;2013-07-30;2013-08-12;NULL;Divulgar o conteado do presente relatario enfatizando os fatores contribuintes e as recomendaaaes de seguranaa, servindo de estamulo a prevenaao de acidentes e incidentes aeronauticos.;ADOTADA;ABRAPHE;ASSOCIAaaO BRASILEIRA DE PILOTOS DE HELICaPTEROS
44248;A - 024/CENIPA/2013 - RSV 005;2013-07-30;2013-08-12;2014-03-21;Estudar a possibilidade de a Radio Santos sistematizar uma rotina de questionamento as aeronaves que decolam de helipontos e aeradromos na Baixada Santista, para que forneaam as condiaaes meteorolagicas enfrentadas, de forma que aquele argao ATS repasse tais informaaaes aos trafegos seguintes.;NaO ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
44188;A-522/CENIPA/2018 -01;2020-05-29;2020-06-23;2020-07-08;Divulgar  os  ensinamentos  colhidos  na  presente  investigaaao,  a  fim  de  alertar  pilotos  e operadores  da  aviaaao  civil  brasileira  sobre  o  dever  de  se  manter  tripulante  a  bordo  de aeronave que esteja com motor acionado, conforme preconizado pelo Cadigo Brasileiro de Aeronautica, na letra asa do Artigo 302 aII.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44188;A-522/CENIPA/2018-02;2020-05-29;2020-06-23;2020-07-08;Divulgar  os  ensinamentos  colhidos  na  presente  investigaaao,  a  fim  de  alertar  pilotos, pessoal  de  serviao  de  rampa  e  operadores  da  aviaaao  civil  brasileira  sobre  os  riscos decorrentes  da  falta  de  atenaao  ao  caminhar  praximo  de  aeronaves  que  estejam  com  o motor acionado.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44140;A-584/CENIPA/2014 RSV 001;2014-08-15;2014-09-17;2015-02-10;Tendo em vista os fatos observados e relatados neste relatario, a repetiaao excessiva no Brasil de ocorrancias aeronauticas envolvendo aeronaves R-22 e R-44 pela nao observaaao dos pilotos, no que diz respeito aos limites operacionais determinados pelo fabricante da aeronave, e claramente expressos nos manuais, recomenda-se intensificar o grau e o navel de avaliaaao dos pilotos por ocasiao de cheque inicial e cheques de rotina.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
44081;A-513/CENIPA/2015 - 01;2016-07-29;2016-08-25;2017-03-05;Atuar junto a Agracola Cambara LTDA. de modo a garantir que esta submeta seus pilotos envolvidos nas operaaaes aeroagracolas a um processo de reciclagem dos conhecimentos tacnicos da aeronave modelo EMB 202A, priorizando os aspectos relacionados ao planejamento de voo, e visando evitar a sua operaaao fora do Peso Maximo de Decolagem - PMD.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
